一号家居网,yihaojiaju.com,浙江省杭州市 阿里云,,
外语爱好者,ryedu.net,香港特别行政区,,
南京住房公积金管理中心网上服务大厅,njgjj.com,广东省广州市 珠江宽频,,
南京军区南京总医院,njzy666.com,江苏省南京市 电信,可用,
苏交科,www.jsti.com,江苏省南京市鼓楼区 电信,公司地址不确定,苏交科集团股份有限公司
江苏招生考试,js-edu.cn,江苏省镇江市 电信,,
金陵科技学院,jit.edu.cn,解析失败,,
南京工商局,njgs.gov.cn,解析失败,,
江苏省地方税务局,jsds.gov.cn,解析失败,,
南京公安,njga.gov.cn,解析失败,,
果酱音乐,www.jammyfm.com,北京市 阿里云,,
江苏省通信管理局,www.jsca.gov.cn,解析失败,,
一号家居商城,yhjj.com,浙江省杭州市 阿里云,,
金陵中学,jlhs.net,河北省唐山市 电信,,
南京大学考研网,nandakaoyan.com,香港 阿里云,,
江苏省高校招生就业指导服务中心,91job.gov.cn,解析失败,,
都市圈圈,dsqq.cn,浙江省杭州市 阿里云,,
南京工业大学浦江学院,njpji.cn,江苏省 电信,,
视威科技,swit.cc,香港 阿里云,,
AO史密斯,aosmith.com.cn,江苏省南京市 联通,公司地址不确定,
德基广场,dejiplaza.com,江苏省南京市 联通,升级中无法访问,
365知识网,zhishi365.com,广东省广州市  百度BGP节点,,
长安马自达官网,changan-mazda.com.cn,浙江省温州市 电信,,
南京网络电视台,nbs.cn,江苏省南京市 电信,公司地址不确定,
江苏省广播电视总台集团,jsbc.com,湖北省孝感市 电信,,
中国国际展览中心集团公司,ciec-expo.com,北京市 鹏博士长城宽带,,
中国化工制造网,chemmade.com,江苏省南京市 电信,公司地址不确定,南京中至信网络科技有限公司
小鱼儿网,xiaoyuer.com,江苏省苏州市 电信,,
交管12123查询网,12123.com,上海市 阿里云,,
江苏法院网,jsfy.gov.cn,浙江省杭州市 阿里云BGP数据中心,,
南京报业网,njnews.cn,江苏省南京市 电信,公司地址不确定,江苏龙虎网信息科技股份有限公司
南京人才网,025.wlzp.vip,江苏省连云港市 电信,,
化石网,uua.cn,天津市 腾讯云,,
好好学习网,hhxx.com.cn,解析失败,,
南京市政府采购网,njgp.gov.cn,江苏省南京市 电信,可用,中国南京长江路66号
 WFilter（超级嗅探狗）官网,imfirewall.com,浙江省杭州市 阿里云BGP数据中心,,
OLO我乐厨柜官网,olokitchen.com,中国  ,,
轩轩特卖官网,xuanxuantemai.com,浙江省杭州市 阿里巴巴网络有限公司BGP数据中心(BGP),,
南京师范大学考研网,nanshikaoyan.com,香港 阿里云,,
南京市国家税务局,jsnj-n-tax.gov.cn,解析失败,,
南京交管在线,njjg.gov.cn,解析失败,,
南京奥体中心官网,njaoti.com,江苏省南京市 电信,可用,
金智教育,wisedu.com,广东省东莞市 电信,,
365易贷,365edai.cn,香港 腾讯云,,
江苏国信舜天足球俱乐部,jssaintyfc.com,美国 CloudFlare公司CDN节点,,
中舞网,dance365.com,浙江省杭州市 阿里云,,
财客在线记账网,caakee.com,上海市徐汇区 电信,,
卫岗天天订,4008618618.com,浙江省杭州市 阿里云,,
点米科技,www.dianmi365.com,广东省中山市 电信,,
南京理工大学泰州科技学院,nustti.edu.cn,江苏省泰州市?,,
应用之星,www.appstar.com.cn,上海市 阿里云BGP数据中心,,
江苏国土资源,www.jsmlr.gov.cn,解析失败,,
云创数据,cstor.cn,浙江省杭州市 阿里云,,
雨润集团,yurun.com,江苏省南京市 电信,可用,
生活南京,livnj.com,浙江省杭州市 阿里云,,
中国啦啦操官方网站,ccachina.org,新加坡 阿里云,,
中国长发网,chinalonghair.cn,香港  ,,
中国人民解放军理工大学,ust.com.cn,江苏省镇江市 电信,,
苏宁环球集团,suning.com.cn,江苏省南京市 电信,公司地址不确定,
南京市妇幼保健院,njfybjy.com,上海市 电信IDC机房(张东),,
江苏省水利厅,jswater.gov.cn,解析失败,,
一问百答,yiwenbaida.com,广东省广州市  百度BGP节点,,
暖通吧,hvac8.com,双云信息科技(上海)有限公司电信机房,,
WorkWin局域网监控管理软件,vipshare.com,中国  ,,
叮当,dingdone.com,中国  ,,
动漫东东,comicdd.com,浙江省杭州市 阿里云,,
江苏省文化厅,www.jscnt.gov.cn,解析失败,,
南京市人事考试网,njrsks.net,江苏省南京市,公司地址不确定,南京人才服务中心服务中心
凤凰教育网,fhedu.cn,江苏省苏州市 电信,,
中华人民共和国江苏海事局,js-msa.gov.cn,解析失败,,
东南大学考研网,dongdakaoyan.com,香港 阿里云,,
苏宁置业,suningestate.com,江苏省南京市 联通数据中心,,
江苏省发展和改革委员会,www.jsdpc.gov.cn,解析失败,,
宏图三胞,cnpcmall.com,上海市 腾讯云,,
南京教育信息网,njenet.net.cn,美国 加利福尼亚州洛杉矶市Coperation Coloction数据中心,,
南京外国语学校仙林分校,nflsxl.com,江苏省南京市 电信,可用,江苏省南京市仙林大学城仙林大道136号
金鹰国际集团,netge.com,江苏省南京市 电信,可用,南京金鹰国际集团有限公司
纳加软件,www.nagasoft.cn,浙江省杭州市 阿里云,,
南京国际展览中心,njiec.com,浙江省杭州市 阿里云计算有限公司,,
中国雕塑网,diaosu.cn,江苏省南京市 电信,公司地址不确定,
高淳招聘网,gcjob.gov.cn,解析失败,,
12580和生活,12580.com,江苏省 移动,,
VICTOR（威克多）官网,victorsport.com.cn,上海市 阿里云,,
中国招投标网,infobidding.com,浙江省杭州市 阿里云计算有限公司,,
国广联,www.gloriamedia.com,中国 中移铁通,,
南京市口腔医院,njkq.net,上海市 电信IDC机房(张东),,
南京博物院,njmuseum.com,江苏省南京市 电信,可用,
靖江论坛,jjbbs.com,江苏省镇江市 电信IDC数据中心,,
南京地铁,www.njmetro.com.cn,江苏省泰州市 电信,,
联创科技,lianchuang.com,江苏省南京市 电信,可用,南京联创科技集团股份有限公司
南京晓庄学院,njxzc.edu.cn,江苏省南京市 南京晓庄学院,可用,
南京城市职业学院,www.ncc.edu.cn,江苏省南京市 电信,可用,江苏省南京市溧水区梁山路1号
雪儿漫画,xemh.com,香港 阿里云,,
江苏体育局,www.jssports.gov.cn,解析失败,,
开鑫贷,gkkxd.com,浙江省杭州市 阿里云,,
黑帽网,cnblackhat.com,福建省福州市 电信,,
新小说吧,xxs8.com,北京市 UCloud,,
南京六合,njlh.gov.cn,江苏省泰州市 电信,,
南京师范大学泰州学院,nnutc.edu.cn,江苏省泰州市 电信,,
ICP备案查询网,beianchaxun.net,亚太地区  ,,
中国物联网,www.netofthings.cn,浙江省杭州市 阿里云计算有限公司,,
5A中国农业人才网,5ajob.com,北京市 北京万网志成科技有限公司,,
中国酒水招商网,js118.com.cn,广东省广州市 广州海钛信息技术有限公司,,
南京康辉旅行社,kanghui.cn,中国  ,,
中国水处理设备网,watere.cn,江苏省南京市 电信IDC机房,,
南京玄武区政府门户网站,xwzf.gov.cn,江苏省泰州市 电信,,
江宁教育信息网,jnedu.net.cn,解析失败,,
江苏质监信息网,jsqts.gov.cn,解析失败,,
江苏新闻周刊网,025ct.com,浙江省杭州市 阿里云BGP数据中心,,
南京市中医院,njszyy.cn,上海市 电信IDC机房(张东),,
江宁人才网,jnrc.gov.cn,解析失败,,
南京人才网,025zp.com,解析失败,,
说明书之家,mydigi.net,江苏省南京市 电信,公司地址不确定,
江苏安全生产网,www.jssafety.gov.cn,解析失败,,
壹进制,unary.com.cn,江苏省常州市 电信,,
中国纸业网,chinapaper.net,上海市 阿里云,,
奇法大陆,78land.com,江苏省镇江市 电信IDC数据中心,,
江苏城市职业学院,jscvc.cn,江苏省 广播电视大学,,
珠江路在线,zhujiangroad.com,广东省广州市 电信,,
靓妆频道官网,lzwg.com,浙江省杭州市 阿里云BGP数据中心,,
蛋七蛋舞,beat11.com,香港 特别行政区,,
乐百供采购网,lbgoo.com,江苏省南京市 电信,网站打不开,
建策科技,jiancenj.com,浙江省杭州市 阿里云,,
 昂立日语,onlyjp.cn,上海市 广电网,,
江苏省教育厅,www.jsjyt.gov.cn,解析失败,,
小微视频网,xwei.tv,江苏省南京市 移动,网站打不开,
全程旅游网,alltrip.cn,江苏省南京市鼓楼区 电信,公司地址不确定,南京朗坤信息技术有限公司
中江种业,choosan.com,浙江省杭州市 阿里云,,
东风悦达起亚官方网站,dyk.com.cn,湖北省黄冈市 电信,,
南京市儿童医院,njch.com.cn,上海市 电信IDC机房(张东),,
中国云计算,chinacloud.cn,浙江省杭州市 阿里云计算有限公司,,
太仓视窗,tc.cn,解析失败,,
中商集团,njzsgroup.com,江苏省南京市 电信,公司地址不确定,南京云中央科技有限公司
傲拓科技,nandaauto.com,山东省青岛市 阿里云,,
南京大学本科招生网,bkzs.nju.cn,解析失败,,
南京卫生12320网,nj12320.org,江苏省南京市下关区 电信,公司地址不确定,
卡乐购,kalegou.com,浙江绍兴 电信,,
扬子晚报网,yzwb.net,中国  ,,
南京零号线,line0.com,北京市 天地祥云云谷数据中心(亦庄经济开发区经海二路28号1号楼6楼),,
车置宝官网,mychebao.com,中国  ,,
泰通科技,ticom.com.cn,江苏省徐州市 电信,,
瑞科翻译公司,locatran.com,浙江省杭州市 阿里云BGP数据中心,,
游世界旅游网,www.citsnj.com,美国 Bodis有限责任公司,,
南京交通职业技术学院,njci.edu.cn,解析失败,,
动画片大全,17happy.cn,香港 城市电讯有限公司,,
德讯科技,www.datcent.com,北京市 阿里云,,
若云网,ruoyunwang.com,解析失败,,
幸福蓝海,www.omnijoi.com,浙江省杭州市 阿里云,,
江苏省林业局,www.jsforestry.gov.cn,解析失败,,
南京市公共资源交易中心,njzc.gov.cn,解析失败,,
无忧考吧,wyk8.com,解析失败,,
江苏省气象局,jsmb.gov.cn,江苏省泰州市 电信,,
南京市财政局,njcz.gov.cn,北京市 八方电信工程(集团)有限公司,,
哈发时尚网,hair8.net,广东省深圳市 阿里云BGP数据中心(BGP),,
江苏先锋网,jsxf.gov.cn,浙江省杭州市 电信,,
大树智能,dashu.com,浙江省杭州市 阿里云,,
互易中国,53dns.com,浙江省杭州市 阿里云,,
南京科技职业学院,njcc.edu.cn,解析失败,,
OJO眼镜网,www.o-j-o.cn,浙江省杭州市 阿里云,,
114DNS,114dns.com,江苏省南京市 电信,公司地址不确定,
JSCA,jsca.com.cn,江苏省南京市 电信,可用,江苏省电子商务服务中心有限责任公司
零食工坊,www.snack-show.com,香港 阿里云,,
四海商舟,thebizark.com,山东省青岛市 阿里云,,
苏果超市,suguo.com.cn,湖南省长沙市 电信IDC机房,,
买卖网,ca-maimai.com,解析失败,,
光一科技,www.elefirst.com,江苏省南京市 电信,可用,
晟邦物流官网,www.3856.cc,浙江省杭州市 阿里云BGP数据中心,,
车300,www.che300.com,北京市 八方电信工程(集团)有限公司,,
51交友中心,51lover.org,上海市 深圳市腾讯计算机系统有限公司电信节点(BGP),,
哎呀呀生活馆,aiyaya.com,香港 阿里云,,
畅途网,trip8080.com,江苏省南京市 电信,公司地址不确定,
南京音飞货架官网,informrack.com,广东省东莞市 电信IDC业务段,,
HSF中心,cirscn.com,香港 新世界电讯有限公司,,
中国钱币邮票,zgqbyp.com,上海市 阿里云,,
中国江宁,jiangning.gov.cn,江苏省泰州市 电信,,
小学数学教学网,xxsx.cn,江苏省常州市 电信,,
滨江学院,bjxy.cn,江苏省无锡市 电信,,
高淳热线,gcchina.com,浙江省杭州市 阿里云,,
畅游体育,cyty.cn,上海市 外高桥电信IDC机房,,
上元堂,syt.cn,江苏省南京市 电信,可用,南京上元堂医药股份有限公司
中国南京政府网站群,nj.gov.cn,江苏省泰州市 电信,,
中国法网,cnlaw.net,上海市 阿里云,,
结婚网,jiehun.cn,江苏省常州市 电信IDC机房,,
宁哲网络,ningzhe.net,浙江省杭州市 阿里云,,
好享家,hosjoy.com,浙江省杭州市 阿里云BGP数据中心,,
南京市市委,njsw.gov.cn,解析失败,,
达达印刷人才网,dada114.net,浙江省杭州市 阿里云,,
江苏海洋与渔业局,www.jsof.gov.cn,解析失败,,
南京族,www.nanjingzu.com,上海市 阿里云,,
中国高淳,njgc.gov.cn,江苏省泰州市 电信,,
明基医院,benqhospital.com,江苏省南京市 电信,可用,
中国数据,zgsj.com,浙江省杭州市 阿里云,,
江苏省档案信息网,www.dajs.gov.cn,江苏省南京市 电信,公司地址不确定,
南京在线,www.025002.com,北京市 阿里云BGP数据中心,,
久吾高科,www.jiuwu.com,北京市 阿里云BGP服务器,,
江苏地方志,www.jssdfz.gov.cn,解析失败,,
商络电子,jssunlord.com,上海市 阿里云,,
400挂靠网,www.400gk.com,解析失败,,
交通事故律师网,www.nj0827.net,辽宁省大连市 BGP数据中心,,
南京人事人才网,njrsrc.com,上海市 阿里云,,
南京专业技术职称资格网,njzz.gov.cn,解析失败,,
落伍文学网,outwx.com,美国 PEG TECH公司,,
江苏省南京工程高等职业学校,njevc.cn,解析失败,,
智客网,21ask.com,江苏省镇江市 电信IDC机房,,
热游网,reyoo.net,香港 特别行政区,,
南京财经大学,www.njue.edu.cn,解析失败,,
江苏有线南京分公司,njcatv.net,江苏省苏州市 联通,,
水木资本,svmuu.com,解析失败,,
牛商网,jszshotel.com.cn,江苏省镇江市 电信,,
江苏广播电视大学,jstvu.edu.cn,江苏省 广播电视大学,,
中超新材,zcxcl.com,北京市 阿里云BGP数据中心,,
中脉科技,jmtop.cn,香港 新世界电讯数据中心,,
解放军81医院,81yy.com,荷兰  ,,
江苏省交通运输厅门户网站,jscd.gov.cn,解析失败,,
紫金所,www.zijinsuo.com,江苏省南京市 电信,网址打不开,
南京交通狮麟驾驶学院,njsljy.com,江苏省南京市 电信,可用,南京市中山门外马群狮子坝?
奇哈免费空间,qihaa.cn,美国 加利福尼亚州洛杉矶QuadraNet数据中心,,
南京鼓楼区门户网站,njgl.gov.cn,江苏省泰州市 电信,,
全信股份,qx-kj.com,北京市 阿里云BGP数据中心,,
新景祥,www.xinjingxiang.com,江苏省苏州市 电信,,
南京欣网,www.xwtele.com,江苏省南京市 中国电信南京3G研发部,可用,南京欣网通信科技股份有限公司?
鸿发有色,njhongfa.com,广东省广州市 广东金万邦科技投资有限公司(新一代数据中心)IDC机房(BGP),,
烽火台商业分享社区,www.fht360.com,浙江省杭州市 阿里巴巴网络有限公司BGP数据中心(BGP),,
常熟人才网,changshuhr.com,浙江省杭州市 阿里云BGP数据中心,,
南京师范大学附属中学,nsfz.net,江苏省无锡市 电信,,
南京自考网,njzikao.com,加拿大 巴里腾讯云,,
南京车管所,njcgs.com,江苏省南京市 电信IDC机房,,
网贷聚焦,cnwdjj.com,香港 阿里云,,
南京装修招标网,www.0zx.cn,四川省绵阳市 电信,,
江苏省国家税务局,jsgs.gov.cn,解析失败,,
江苏教育信息网,jse.gov.cn,解析失败,,
南京新街口国际影城,xjkyc.com,广东省广州市 电信,,
江苏省知识产权局,www.jsip.gov.cn,解析失败,,
南京第一夫人婚纱摄影馆,njdyfr.com,中国,,
南京市中国旅行社官方网站,njcts.com,江苏省常州市 电信,,
易酒在线购酒网官方网站,19line.cn,解析失败,,
江苏省司法行政网,www.jssf.gov.cn,解析失败,,
千百度官方网站,c-banner.com,江苏省南京市 电信,网页打不开,
江苏环保,jshb.gov.cn,解析失败,,
常荣声学,cn-cr.com,北京市 八方电信工程(集团)有限公司,,
生活美 ,shenghuomei.com,江苏省常州市 电信IDC机房,,
大圆银泰,jsdyyt.com,浙江省杭州市 阿里云BGP数据中心,,
51订货网,51dh.com.cn,浙江省杭州市 阿里云BGP数据中心,,
我要乐,51lll.com,美国  ,,
南京招聘网,hr025.com,广东省 电信,,
南京文交所,zgnjs.com,解析失败,,
南京图书馆,jslib.org.cn,江苏省南京市 电信,可用,
南京依维柯,naveco.com.cn,江苏省南京市 联通,公司地址不确定,南京市浦口区百合路8号
钱宝网,qianbao666.com,上海市 腾讯云,,
4399手机游戏网,1322.com,浙江省杭州市 阿里云,,
中华万年历,zhwnl.cn,北京市大兴区 天地祥云BGP数据中心,,
抵押车交易网,dycjy.com,山东省青岛市 阿里云,,
南京旅游职业学院,jltu.net,中国,,
南京文交所钱币邮票交易中心,zgwjsqbyp.com,江苏省常州市 电信,,
幸福蓝海国际影城官网,omnijoi.cn,浙江省杭州市 阿里云,,
南京市建设工程交易中心,njcein.com.cn,江苏省南京市 电信IDC机房,,
从容网,cr.cn,解析失败,,
通灵珠宝,tesiro.com,上海市 阿里云,,
建E设计部落,jiane86.com,江苏省常州市 电信,,
南京今生有约婚纱摄影有限公司,njjsyy.com,浙江省杭州市 阿里云,,
百阅,byread.com,江苏省南京市 电信IDC机房,,
弘业期货股份有限公司,ftol.com.cn,江苏省苏州市 电信,,
中邮快购网上商城,11185.com.cn,解析失败,,
分智,fenzhi.com,日本 东京都品川区Linode数据中心,,
维数软件,www.dimensoft.com.cn,北京市 阿里云BGP数据中心,,
南京烟草电子商务系统,njtobacco.com,江苏省南京市高淳县 电信,网络服务器错误,
汇通达,www.htd.cn,上海市 国通数据中心,,
韩娱台,hanyutai.com,亚太地区  ,,
南京夜网,nanjingye.com,美国 圣安娜Krypt机房,,
江南时报网,jntimes.cn,江苏省南京市 电信,公司地址不确定,江南时报社版权所有 南京塔墨信息科技有限公司技术支持
808信贷,js808.cn,解析失败,,
时尚金鹰网,goodee.cn,江苏省南京市 电信,网站关闭,
中国印刷人才招聘网,printhr.com,浙江省杭州市 阿里云,,
破天,njqs.net,解析失败,,
赛特斯,www.certusnet.com.cn,北京市 阿里云,,
中介网,www.zhongjie.com,解析失败,,
江苏建筑,jscons.gov.cn,解析失败,,
南京旅游网,nju.gov.cn,浙江省杭州市 阿里云BGP数据中心,,
毕业论文,www.lw54.com,香港 腾讯云,,
推他,tuita.com,北京市 优刻得信息科技有限公司(UCloud)BGP数据中心,,
宝庆银楼,baoqing.com.cn,江苏省无锡市 电信,,
江苏发行网,jsfxw.com,解析失败,,
快17电影网,k17.cc,解析失败,,
南京天保驾校官方网站,tbqjx.com,北京市海淀区 首都在线数据中心,,
金陵饭店,jinlinghotel.com,江苏省南京市 电信,公司地址不确定,?金陵饭店股份有限公司
航天晨光股份有限公司,aerosun.cn,北京市 联通,,
南京机电职业技术学院,njcmee.net,美国 洛杉矶CeraNetworks,,
熊猫电子官网,panda.cn,江苏省南京市 移动,公司地址不确定,
中国商品信息验证中心,china3-15.com,上海市 阿里云,,
千年珠宝,www.cemni.com,江苏省常州市 常州贝特康姆软件技术有限公司电信数据中心,,
中电环保,www.njcec.com,江苏省南京市 电信,可用,中电环保股份有限公司?
菲尼克斯电气,phoenixcontact.com.cn,德国 德国电信(DTAG),,
爱思资源网,aseoe.com,北京市 阿里云BGP数据中心,,
废钢网 ,feigang.net,浙江省杭州市 阿里云,,
 南京脑科医院,c-nbh.com,江苏省南京市 电信,可用,南京市广州路264号
南京文化艺术产权交易所,njscae.com,德国  ,,
南京高科,www.600064.com,湖南省株洲市 百度云加速节点,,
中国核工业华兴建设有限公司,cnhxcc.com.cn,江苏省南京市 电信,可用,江苏省南京市建邺区云龙山路79号
诚盟装备,www.njcmsj.com,香港 新世界电讯数据中心,,
国电南瑞科技股份有限公司,naritech.cn,江苏省南京市 电信,可用,南京市江宁区诚信大道19号
贝登,www.vedeng.com,浙江省杭州市 阿里云,,
法宁格,feininger.cn,四川省绵阳市 北京蓝汛通信技术有限责任公司CDN节点(电信),,
